INPUT,MOLECULAR_FORMULA,AVERAGE_MASS,DENSITY_G/CM^3_TEST_PRED,VAPOR_PRESSURE_MMHG_TEST_PRED,WATER_SOLUBILITY_MOL/L_TEST_PRED,BIODEGRADATION_HALF_LIFE_DAYS_DAYS_OPERA_PRED,HENRYS_LAW_ATM-M3/MOLE_OPERA_PRED,OCTANOL_AIR_PARTITION_COEFF_LOGKOA_OPERA_PRED,SOIL_ADSORPTION_COEFFICIENT_KOC_L/KG_OPERA_PRED,OCTANOL_WATER_PARTITION_LOGP_OPERA_PRED,VAPOR_PRESSURE_MMHG_OPERA_PRED,WATER_SOLUBILITY_MOL/L_OPERA_PRED
DTXSID3037547,C13H22NO5PS,335.35,1.2,1.58855E-06,0.00149279,3.81707,3.77515E-07,11.2299,43.6838,3.07043,1.66256E-06,0.00185391
DTXSID8037548,C13H22NO4PS,319.36,1.207,8.95365E-07,0.0121339,4.22743,3.85806E-07,10.5962,37.2815,2.49607,9.25904E-07,0.0032416
DTXSID2032390,C17H12Cl2N2O,331.2,1.423,2.67917E-08,2.12324E-05,25.8118,5.34324E-10,10.6823,603.316,3.59023,2.23242E-07,4.19703E-05
DTXSID2041969,C15H7Cl2F3N2O2,375.13,1.6,1.21339E-07,6.18016E-06,4.47646,2.03854E-09,8.84475,879.041,4.42407,1.90709E-07,3.48307E-05
DTXSID4040476,C20H22N2O,306.409,1.125,5.5335E-08,2.29087E-06,18.6288,1.34721E-06,10.319,1942.91,5.50625,2.5535E-08,4.88729E-07
DTXSID8032548,C19H17ClN4,336.82,1.326,5.66239E-09,1.65959E-05,3.35388,3.93167E-06,10.0925,891.163,3.2286,3.74367E-08,1.12819E-06
DTXSID6041268,C12H8Cl5N3O2,403.47,1.767,2.31739E-09,0.000011508,3.35178,6.44026E-09,10.4622,2760.87,3.68288,6.72233E-09,2.24303E-06
DTXSID2034885,C8H8Cl3O3PS,321.53,1.5,8.95365E-05,3.4914E-06,5.6772,4.66166E-06,9.4034,4421.16,4.97508,7.51469E-05,4.86559E-05
DTXSID1041970,C10H18O,154.253,0.96,0.114815,0.0102329,6.23891,9.15565E-06,6.57452,1843.37,3.1702,0.0357015,0.0053693
DTXSID8058035,C12H11NO2,201.225,1.189,9.07821E-07,0.00408319,3.31709,1.13569E-09,9.44663,301.45,2.29175,1.50446E-07,0.000504887
DTXSID3032549,C14H17Cl2NO2,302.2,1.375,3.77572E-09,0.000018281,6.36354,1.59158E-10,9.2171,4716.54,3.51253,3.43814E-08,6.66403E-05
DTXSID4032613,C9H12NO5PS,277.23,1.341,1.60325E-05,6.20869E-05,4.30509,9.23114E-07,8.86578,427.929,3.30116,0.000052781,0.000104593
DTXSID4058077,C12H17NO2,207.273,1.037,3.42768E-05,0.000954993,3.5425,1.32059E-08,9.25006,51.5634,2.78096,0.000141537,0.00233994
DTXSID5058145,C13H19NO2S,253.36,1.054,0.000049204,0.000169824,3.35287,6.79028E-09,8.7974,2861.12,3.27717,1.25755E-06,0.000117327
DTXSID5058224,C16H12ClNO5,333.72,1.418,9.88553E-10,1.81552E-05,3.54559,3.19851E-09,10.6423,1354.88,3.56424,1.34052E-06,0.0118534
DTXSID2032392,C18H16ClNO5,361.78,1.337,5.42001E-09,3.40408E-06,5.14987,1.42678E-07,11.5299,9511.02,4.57892,2.9893E-08,2.46476E-06
DTXSID2057940,C16H12ClNO5,333.72,1.418,9.88553E-10,1.01391E-05,3.54559,3.19851E-09,10.6423,1354.88,3.56424,1.34052E-06,0.0118534
DTXSID2034598,C18H16ClNO5,361.78,1.337,5.59758E-09,3.6141E-06,5.14987,1.42678E-07,11.5299,9511.02,4.57892,2.9893E-08,2.46476E-06
DTXSID7032393,C17H19NO4,301.342,1.199,2.61818E-08,1.79887E-05,5.14604,4.85893E-10,10.9359,1000.64,4.29686,3.23655E-08,2.08394E-05
DTXSID0036633,C11H6Cl2N2,237.08,1.461,2.61818E-07,1.49968E-05,3.52764,2.011E-09,10.4198,620.233,3.85848,8.35032E-08,1.52173E-05
DTXSID0024002,C22H23NO3,349.43,1.135,1.09648E-08,2.2751E-07,3.5427,1.07491E-07,10.4579,17263.6,5.69778,3.44651E-06,2.1202E-07
DTXSID9058157,C19H31N,273.464,0.922,0.000034435,3.81944E-05,5.27703,2.3811E-06,8.86331,1969.43,5.83658,0.000128311,0.00192926
DTXSID2074742,C17H21N3O2S,331.43,1.095,1.0617E-07,5.83445E-05,3.92842,1.80745E-09,11.2005,1176.26,3.10635,8.83316E-09,6.20077E-05
DTXSID4058158,C12H9ClN2O3,264.67,1.408,2.22331E-08,0.00206063,3.5317,1.30072E-08,9.39516,422.296,0.960709,2.05585E-08,0.0167666
DTXSID6041973,C12H9ClO3S,268.71,1.395,7.87046E-06,0.00022856,4.97129,9.34431E-05,8.41441,680.106,3.63572,1.83591E-05,6.16729E-05
DTXSID8020620,C10H15O3PS2,278.32,1.212,6.59174E-05,2.11836E-05,4.54476,1.09166E-06,9.42604,1511.89,4.08976,1.05746E-05,2.32264E-05
DTXSID8057988,C16H20ClN5O2,349.82,1.283,4.59198E-10,3.09742E-05,3.36064,1.88481E-07,10.4181,724.004,3.4633,3.80496E-10,6.68326E-06
DTXSID7037551,C9H12N2O,164.208,1.128,8.10961E-06,0.00691831,3.81747,1.88393E-09,9.29205,25.1736,0.981261,3.70781E-05,0.0244339
DTXSID101017940,C25H22ClNO3,419.91,1.223,1.30918E-09,6.79204E-08,3.54557,8.2251E-08,11.6877,5415.87,6.1996,1.50119E-09,3.05987E-09
DTXSID0066163,C10H13FeN2O8,345.065,1.596,1.55597E-09,0.402717,4.96007,2.27935E-11,9.37979,37.8169,-1.65723,1.50547E-12,0.00342189
DTXSID0065305,C14H19FeN3NaO10,468.152,1.528,4.76431E-12,0.511682,4.95822,2.34591E-11,9.47815,98.8309,-1.55545,3.91305E-11,0.012326
DTXSID50869644,C12H4Cl2F6N4S,421.14,1.783,3.0903E-09,6.47143E-07,4.64928,3.50957E-07,11.2486,515.205,3.28569,3.11458E-11,7.26484E-07
DTXSID1058137,C16H13ClFNO3,321.73,1.438,8.93305E-08,5.79429E-05,3.52868,4.97754E-10,10.7223,1405.43,2.90087,2.3618E-09,5.65959E-05
DTXSID6058213,C16H13ClFNO3,321.73,1.438,8.93305E-08,5.79429E-05,3.52868,4.97754E-10,10.7223,1405.43,2.90087,2.3618E-09,5.65959E-05
DTXSID8040353,C17H15ClFNO3,335.76,1.377,2.99916E-06,4.79733E-05,3.35482,3.72443E-09,10.8002,1681.87,3.00142,7.45163E-06,7.03006E-05
DTXSID8058245,C19H19ClFNO3,363.81,1.26,1.42561E-06,2.34963E-05,3.54735,4.69317E-09,11.5381,2155.78,3.68885,6.4145E-07,3.62943E-05
DTXSID3034610,C13H12F3N5O5S,407.32,1.642,7.11214E-11,0.000431519,4.62718,8.1297E-11,9.44791,63.5882,1.99937,1.943E-10,0.00514195
DTXSID1058212,C33H25F3O4,542.554,1.393,7.99834E-13,3.80189E-07,54.9387,3.88984E-08,11.6764,89598.6,6.74898,1.07505E-10,1.90125E-06
DTXSID8034611,C9H6F3N3O,229.162,1.373,5.80764E-06,0.00879022,3.54189,1.41369E-09,8.68684,27.8116,1.41514,1.14991E-06,0.0228715
DTXSID4058027,C20H21F3N2O5,426.392,1.299,1.2735E-08,1.93642E-05,5.67977,5.22336E-09,10.4637,7199.23,4.20978,5.45457E-09,8.13999E-07
DTXSID3058163,C15H12F3NO4,327.259,1.415,9.07821E-08,1.87932E-05,3.54854,8.34892E-09,10.0243,724.103,3.18152,1.76856E-08,0.000123304
DTXSID3034612,C19H20F3NO4,383.367,1.325,3.94457E-07,4.31519E-06,5.13994,3.50408E-08,9.86272,4174.76,4.49985,4.12361E-07,2.76181E-06
DTXSID0058194,C15H12F3NO4,327.259,1.415,9.07821E-08,1.87932E-05,3.54854,8.34892E-09,10.0243,724.103,3.18152,1.76856E-08,0.000123304
DTXSID0034855,C19H20F3NO4,383.367,1.325,3.94457E-07,3.99945E-06,5.13994,3.50408E-08,9.86272,4174.76,4.49985,4.12361E-07,2.76181E-06
DTXSID7032551,C13H4Cl2F6N4O4,465.09,1.83,7.4131E-09,2.31206E-06,4.6544,1.57861E-11,10.7549,2031.62,4.00975,9.04397E-11,1.04164E-06
DTXSID7057999,C15H12BrClF4N2O2,443.62,1.647,2.39332E-07,5.11682E-07,3.54506,1.58815E-08,9.40762,773.321,4.10822,7.09891E-08,1.20242E-07
DTXSID4047672,C23H22F7IN2O4S,682.39,1.939,9.35406E-11,1.35831E-07,3.5462,1.42562E-10,9.65353,255883,5.72169,3.28933E-10,4.27618E-08
DTXSID4058079,C17H10F6N4S,416.35,1.584,1.0617E-07,1.24738E-06,4.54677,1.66679E-09,7.87754,2786.14,3.91046,9.93767E-06,0.000072074
DTXSID3034614,C12H10F3N4NaO6S,418.28,1.701,4.52898E-09,0.000174181,4.62408,1.49542E-11,11.3864,37.351,2.31283,6.39271E-08,0.104422
DTXSID9032614,C12H13ClF3N3O4,355.7,1.449,3.4435E-06,1.25893E-06,3.54198,0.000011659,8.2082,3564.39,4.63319,3.01251E-05,2.48318E-06
DTXSID0022301,C26H23F2NO4,451.47,1.283,9.977E-10,4.33511E-08,4.50403,4.06992E-08,11.6903,100066,6.19929,8.67689E-09,2.66633E-07
DTXSID2032398,C12H6F2N2O2,248.189,1.309,3.58922E-08,2.63027E-05,3.54425,4.52502E-09,9.89571,2639.59,4.11566,2.94235E-09,6.91053E-06
DTXSID1058054,C7H5ClF3NO2S2,291.69,1.54,3.82825E-05,0.000677641,4.28278,1.70405E-10,7.25372,460.409,3.09097,5.39291E-05,0.00138627
DTXSID2032552,C14H13F4N3O2S,363.33,1.491,1.50661E-07,3.63915E-05,3.54132,8.12534E-09,9.29082,1766.01,3.19999,6.76087E-07,0.000153939
DTXSID2037552,C11H12FNO3,225.219,1.308,4.96592E-06,0.00636796,3.5401,9.37074E-10,8.67306,109.638,1.90903,1.56034E-06,0.0113781
DTXSID1041978,C21H11ClF6N2O3,488.77,1.652,3.74111E-10,1.2942E-08,3.54564,1.20658E-11,9.60212,62356.9,5.72211,2.22159E-10,6.06281E-09
DTXSID5045623,C14H12FNO3,261.252,1.41,1.8578E-08,0.000323594,7.55816,2.04386E-09,10.6246,976.445,1.60409,4.03386E-09,0.00822356
DTXSID8058166,C28H22Cl2FNO3,510.39,1.335,1.64059E-10,9.61612E-09,3.35606,3.38733E-08,11.6787,172261,6.64245,6.2352E-09,0.000382435
DTXSID7032553,C16H12ClF4N3O4,421.73,1.575,2.83139E-07,5.5335E-07,3.54617,1.77614E-06,9.82341,9991.33,5.44683,2.39495E-07,1.759E-07
DTXSID2032554,C21H23ClFNO5,423.87,1.385,3.41193E-10,1.95434E-06,4.23819,3.00262E-08,11.6815,94973.5,4.98758,5.19515E-09,4.48563E-07
DTXSID7032555,C19H15FN2O4,354.337,1.376,6.71429E-11,1.03514E-05,3.3585,3.97977E-10,11.6846,1306.23,2.54927,2.40069E-06,5.03755E-06
DTXSID8020628,C10H11F3N2O,232.206,1.272,8.07235E-07,0.000616595,4.49092,9.18068E-09,9.21809,79.5767,2.42095,9.40215E-07,0.000388879
DTXSID7034624,C14H8Cl3F3N2O,383.58,1.634,2.58226E-07,3.74973E-06,3.54306,2.88708E-10,10.8387,2372.82,3.411,8.30238E-09,7.21826E-06
DTXSID9058151,C16H11ClF6N2O,396.72,1.474,5.34564E-07,2.51768E-05,3.5426,1.23278E-08,9.77878,193.226,4.32771,2.16397E-08,3.79656E-05
DTXSID7037553,C13H7F3N2O5,328.203,1.493,1.40605E-07,1.81552E-06,3.5553,3.84849E-06,7.80335,7248.89,3.64933,6.9331E-06,6.05917E-06
DTXSID7057943,C19H14ClF5N4O2,460.79,1.528,3.99945E-09,6.06736E-07,3.54873,3.60276E-08,10.3191,5084.46,3.65537,1.48851E-07,2.18062E-06
DTXSID80162796,C15H14F3N5O7S,465.36,1.665,1.25893E-11,0.000648634,5.121,1.04834E-11,9.55301,42.9225,1.64872,1.38326E-10,0.000572196
DTXSID5057965,C16H8Cl2FN5O,376.17,1.593,2.208E-09,5.68853E-06,3.35679,2.06819E-11,11.7056,716.036,3.23757,4.83236E-11,2.87158E-06
DTXSID5052468,C12H7ClF3NO2S,321.7,1.489,3.13329E-06,3.00608E-05,3.54008,2.24676E-08,8.41265,888.642,2.51292,2.93762E-07,1.5602E-06
DTXSID0075029,C14H10O3,226.231,1.375,3.42768E-07,0.000423643,13.526,1.42859E-09,8.15825,1594.89,1.35473,1.14523E-09,0.00266142
DTXSID0041987,C12H10Cl2F3NO,312.11,1.392,1.59221E-06,5.47016E-05,3.54345,3.61152E-09,7.87484,4085.04,3.35961,3.30008E-06,0.000096477
DTXSID2034627,C7H5Cl2FN2O3,255.03,1.654,1.74985E-07,0.000933254,3.54501,9.29943E-09,8.13707,106.644,1.67697,2.84871E-11,0.00303039
DTXSID3024108,C15H15F3N2O2,312.292,1.351,5.72796E-07,5.32108E-05,3.55147,8.19335E-09,9.62224,719.908,3.34002,3.62357E-07,0.000364583
DTXSID5058228,C18H14F3NO2,333.31,1.342,2.40436E-07,3.42768E-05,3.55034,2.828E-09,8.62631,985.386,3.52093,8.99209E-09,3.23615E-05
DTXSID9057929,C13H7Cl2F3N2O4S,415.16,1.721,1.3122E-08,8.64968E-06,3.54733,1.14691E-10,11.0872,327.699,4.13224,1.89422E-10,6.91664E-06
DTXSID2032556,C15H15ClFN3O3S2,403.87,1.57,1.2735E-08,9.31108E-06,7.46533,1.2416E-09,12.0021,1085.85,3.76629,3.32009E-09,2.09841E-06
DTXSID0058225,C19H14F4N2OS2,426.45,1.463,1.69044E-08,2.72898E-07,4.70059,1.83369E-09,11.7164,1886.11,3.89127,2.03321E-08,4.8905E-07
DTXSID8024109,C17H16F3NO2,323.315,1.303,4.38531E-07,8.57038E-06,3.54291,2.12974E-10,10.761,1573.6,3.70202,4.89328E-08,2.44084E-05
DTXSID8040727,C16H13F2N3O,301.297,1.412,2.64241E-08,5.21195E-05,3.54072,5.12372E-09,10.4119,75.8068,2.29094,5.44058E-11,0.000394801
DTXSID7024110,C26H22ClF3N2O3,502.92,1.356,4.80839E-10,3.81944E-08,3.54833,1.36481E-11,10.2649,506061,6.03499,9.91473E-09,4.76887E-09
DTXSID6058215,C18H12F5N3O,381.306,1.465,6.53131E-09,1.42889E-06,3.54064,9.19558E-09,10.6211,469.408,4.47519,1.18577E-09,9.10637E-06
DTXSID0022519,C19H19N7O6,441.404,1.866,3.81944E-14,0.00014388,6.59457,2.05915E-11,9.53771,45.4183,-0.0321543,1.27997E-09,3.65187E-06
DTXSID0021385,C9H4Cl3NO2S,296.55,1.65,5.12861E-06,9.7499E-06,8.75993,1.19077E-07,9.45726,1855.8,2.8482,1.57511E-07,2.72364E-06
DTXSID7024112,C15H10ClF3N2O6S,438.76,1.551,3.02691E-08,4.70977E-06,4.45599,2.39467E-08,10.6423,60.4892,2.90198,1.43008E-11,0.000113744
DTXSID2024113,C10H15OPS2,246.32,1.175,8.01678E-05,0.000042462,211.048,3.61223E-06,8.98252,870.179,3.94092,0.000336984,0.000061693
DTXSID0041989,C10H15O2PS,230.26,1.167,7.62079E-05,0.00474242,11.7644,7.6965E-06,8.52769,183.205,2.11207,0.000216056,0.00145036
DTXSID7034753,C17H20N6O7S,452.44,1.549,1.78649E-13,0.000610942,5.67465,1.03188E-11,9.47205,50.2145,0.74537,4.33528E-10,0.00720225
DTXSID1034634,C12H10ClN3O,247.68,1.364,3.95367E-09,0.000151705,3.52691,8.57022E-10,9.2613,374.087,3.19949,3.47279E-10,0.00015773
DTXSID7020637,CH2O,30.026,0.861,1221.8,9.57194,8.20857,3.49471E-07,1.20597,2.72646,0.349206,824.979,14.6625
DTXSID9041990,C11H15N3O2,221.26,1.223,4.44631E-05,0.0025293,4.62222,3.04091E-09,8.78944,274.695,1.4522,1.21681E-08,0.366389
DTXSID4032405,C11H16ClN3O2,257.72,1.223,4.44631E-05,0.0025293,4.62222,3.04091E-09,8.78944,274.695,-0.462591,1.21681E-08,0.366389
DTXSID2024115,CH2O2,46.025,0.78,204.174,13.8038,6.10776,1.67961E-07,2.61624,5.39642,-0.540235,42.6556,10.578
DTXSID4041991,C6H12NO4PS2,257.26,1.311,3.14775E-06,0.0228034,44.6617,3.88918E-07,9.39303,24.7835,1.47844,8.51544E-07,0.0100399
DTXSID0034930,C9H18NO3PS2,283.34,1.359,2.50035E-05,0.00291743,4.19589,1.74977E-10,9.81958,230.851,1.6808,4.22789E-06,0.0327672
DTXSID4041993,C6H12NO3PS2,241.26,1.2,8.74984E-05,0.0156315,4.22681,2.15402E-09,8.49264,14.9074,1.37302,6.50813E-06,0.202905
DTXSID4041995,C11H8N2O,184.198,1.276,4.4978E-07,0.000206063,3.36124,1.40557E-07,9.38301,4991.96,2.66885,4.86447E-07,0.000392213
DTXSID3021518,C4H4O4,116.072,1.477,1.25026E-05,0.968278,5.33546,6.77597E-09,7.19457,8.6883,-0.480755,7.07636E-05,0.0613067
DTXSID4047543,C17H19NO4,301.342,1.179,5.52077E-07,9.35406E-05,4.65365,4.49695E-09,9.58138,739.219,2.61042,5.23466E-07,0.000748359
DTXSID3052725,C18H26N2O5S,382.48,1.312,2.92415E-08,1.59956E-05,4.72437,3.23601E-08,10.6018,714.35,4.69826,2.93976E-08,2.83531E-05
DTXSID3057937,C15H14Cl2F3N3O2,396.19,1.53,9.95405E-08,2.97852E-05,4.65189,5.3491E-06,9.83676,909.884,3.61652,2.02177E-07,0.000328466
DTXSID1020647,C5H4O2,96.085,1.168,4.0738,0.320627,4.46415,1.9557E-07,3.53218,20.9719,0.411074,2.21277,0.795421
DTXSID4041999,C11H13Cl2NO3,278.13,1.214,2.1677E-07,0.00218273,4.93383,4.93028E-09,7.45911,462.819,2.121,5.02512E-08,0.000723702
DTXSID2024119,C14H21NO3,251.326,1.244,1.47231E-05,0.000535797,4.34942,1.91901E-08,8.41147,671.418,2.29283,5.43582E-06,1.21042E-06
DTXSID8041298,C6H10O2,114.144,1.051,0.291072,0.283139,4.48187,2.80689E-08,4.4337,29.7556,0.457175,1.09935,0.241521
DTXSID1034501,C23H19ClF3NO3,449.85,1.347,3.10456E-09,7.09578E-08,3.54485,1.12442E-08,11.6907,181452,6.7988,7.49911E-09,2.20272E-09
DTXSID4022109,C10H18O2,170.252,0.96,0.00762079,0.0211836,5.02069,4.37571E-07,5.82859,247.748,2.72188,0.0270924,0.00126901
DTXSID0034229,C9H16O2,156.225,0.97,0.0107152,0.0261818,5.01569,3.35543E-07,5.86962,104.389,2.54419,0.0556701,0.0168217
DTXSID6041210,C10H16,136.238,0.862,1.8578,8.37529E-05,4.6535,0.0257845,4.31894,2303.64,4.49936,1.08969,6.38243E-05
DTXSID5020653,C25H30ClN3,407.99,1.034,8.16582E-08,1.50314E-05,15.702,4.25846E-07,11.6983,1578.41,0.959752,2.05676E-08,2.14751E-06
DTXSID8026727,C10H18O,154.253,0.881,0.0286418,0.00208449,4.46853,5.60618E-07,7.64617,96.8741,3.55828,0.0300552,0.00150491
DTXSID0020654,C12H20O2,196.29,0.905,0.0246037,0.000269153,4.96146,6.79364E-05,5.77618,470.456,4.04073,0.0330885,0.000282547
DTXSID0020656,C19H22O6,346.379,1.441,1.01859E-10,0.000579429,149.305,1.93166E-11,9.29628,39069.9,0.242195,7.25685E-10,0.0136008
DTXSID0026549,C6H10O6,178.14,1.65,6.38263E-09,4.14954,3.54803,1.48701E-09,8.18105,146.838,-2.43137,7.25774E-10,3.30477
DTXSID0043973,C5H12NO4P,181.128,1.478,1.77011E-07,2.1677,3.55442,4.95906E-11,8.31934,424.525,-0.816948,3.33235E-09,4.16606
DTXSID1024120,C5H15N2O4P,198.159,1.478,1.77011E-07,2.1677,3.55442,4.95906E-11,8.31934,424.525,-0.558491,3.33235E-09,4.16606
DTXSID6025355,C5H8O2,100.117,0.92,13.4896,0.323594,3.6748,1.64442E-07,3.96844,21.9208,-0.138385,0.608706,1.66425
DTXSID9020663,C3H8O3,92.094,1.176,0.00668344,6.5013,5.37604,1.72905E-08,6.41169,3.57275,-1.86013,0.000167727,11.9579
DTXSID3042003,C21H40O4,356.547,0.964,2.17771E-08,0.000119124,4.84793,3.14707E-09,9.3798,13602.3,5.71145,7.95985E-10,5.89159E-05
DTXSID7029160,C21H42O4,358.563,0.96,9.18333E-09,8.27942E-05,5.83861,3.3814E-09,9.38552,13571.7,6.11012,1.15146E-09,5.57785E-05
DTXSID3026988,C57H104O6,885.453,0.805,1.10917E-17,4.73151E-13,141.935,4.97901E-07,11.6721,29779.8,7.36808,1.01278E-08,7.33947E-08
DTXSID8047503,C57H110O6,891.501,0.784,6.82339E-18,2.13796E-13,213.278,4.99214E-07,11.6721,29775.2,8.70369,1.03012E-08,6.98681E-08
DTXSID1049809,C8H11N2Na3O6,300.153,1.432,9.2045E-11,0.893305,4.50099,2.25195E-11,8.40514,11.1533,-1.44292,1.70176E-10,0.420506
DTXSID4051328,C10H20N2Na4O12,452.231,1.596,1.55597E-09,0.402717,4.96007,2.27935E-11,9.37979,37.8169,-1.51402,1.50547E-12,0.00342189
DTXSID8027587,C6H6NNa3O6,257.084,1.523,1.64437E-09,2.88403,3.67571,2.83042E-10,7.89125,63.6266,-1.60361,1.15238E-08,0.309304
DTXSID8059716,C21H41NO3,355.563,0.94,6.09537E-10,0.000031842,5.74531,6.86019E-08,10.4511,13881.4,6.90599,2.24472E-07,0.000292904
DTXSID2042012,C21H40NNaO3,377.545,0.94,6.09537E-10,0.000031842,5.74531,6.86019E-08,10.4511,13881.4,3.79202,2.24472E-07,0.000292904
DTXSID7068766,C17H33NO3,299.455,0.961,1.20781E-08,9.61612E-05,5.53792,9.77852E-09,11.2867,2693.98,3.96331,7.11053E-07,0.00479764
DTXSID7042013,C17H32NNaO3,321.437,0.961,1.20781E-08,9.61612E-05,5.53792,9.77852E-09,11.2867,2693.98,1.26175,7.11053E-07,0.00479764
DTXSID0025363,C2H4O3,76.051,1.248,0.0488652,6.93426,4.71857,5.37489E-09,6.52214,7.3753,-1.11093,0.0200049,3.04018
DTXSID6047153,C2H3NaO3,98.033,1.248,0.0488652,6.93426,4.71857,5.37489E-09,6.52214,7.3753,-1.87726,0.0200049,3.04018
DTXSID1040297,C22H44N2O2,368.606,0.887,1.38995E-07,1.16413E-05,11.0938,4.09851E-08,11.1779,13305.2,1.00725,1.35933E-07,2.09831E-05
DTXSID5025364,C2H2O2,58.036,1.08,131.826,3.71535,7.57643,3.38633E-09,2.25987,7.17319,-0.0751466,253.483,17.1861
DTXSID50241446,C14H11Cl2FN2O3,345.15,1.506,5.03501E-08,9.90832E-06,3.34539,6.64273E-09,10.8076,2944.69,3.12857,5.90651E-08,2.42793E-06
DTXSID3057935,C24H23BrF2O3,477.346,1.352,3.03389E-08,1.0666E-08,4.47163,1.47182E-06,11.7098,46349.7,5.61204,5.85468E-09,1.06024E-10
DTXSID3074947,C12H13ClN6O7S,420.78,1.715,3.23594E-14,0.00053827,4.27369,6.90581E-11,9.36747,43.2345,1.22412,3.62495E-09,7.27068E-05
DTXSID9034650,C13H15ClN6O7S,434.81,1.635,3.26588E-12,0.000772681,4.26246,5.40092E-11,9.56203,45.0168,-0.0166053,1.55836E-10,0.000028581
DTXSID7042019,C15H11ClF3NO4,361.7,1.481,4.04576E-08,7.56833E-06,3.54539,8.65231E-09,10.6127,751.863,3.99298,3.54963E-08,4.01247E-05
DTXSID7052024,C13H13ClN2O,248.71,1.279,1.25026E-07,6.38264E-05,3.34561,6.71973E-08,10.4907,2303.34,0.282455,4.76712E-07,0.00366085
DTXSID3020679,C10H5Cl7,373.3,1.813,4.37522E-05,9.24698E-08,146.66,0.000292218,7.7734,23997.2,6.09905,0.000395431,3.81715E-07
DTXSID5021596,C17H34O2,270.457,0.894,1.37088E-07,4.54988E-06,15.6257,2.21339E-08,10.3663,2564.06,7.45291,6.3226E-08,4.74111E-07
DTXSID6024127,C7H16,100.205,0.73,34.6737,0.000169824,7.01128,0.395392,3.07219,321.749,4.65904,45.8825,3.24633E-05
DTXSID5042037,C9H12ClO4P,250.61,1.269,0.000328852,0.00291072,3.67986,1.3488E-09,7.79182,265.77,2.31845,0.0012652,0.00932248
DTXSID0042038,C11H22O2,186.295,0.876,0.0548277,0.000352371,4.46173,0.000186567,5.82282,690.247,4.2539,0.102143,0.000159397
DTXSID2020682,C6Cl6,284.77,1.752,0.000948418,5.29663E-07,17.7255,0.00169294,7.37397,5505.73,5.72859,1.81898E-05,2.10821E-08
DTXSID6020690,C13H6Cl6O2,406.89,1.802,1.40281E-10,7.62079E-08,45.2972,3.62916E-11,9.3527,539297,7.53844,5.57474E-09,0.0003451
DTXSID4034653,C14H17Cl2N3O,314.21,1.336,1.41254E-07,0.000086896,3.34972,5.47037E-10,10.6778,333.811,3.89879,1.35751E-07,5.57587E-05
DTXSID50346627,C18H34O2,282.468,0.856,4.62381E-05,2.11349E-05,5.50852,3.0689E-07,8.86918,2344.04,7.57476,1.23485E-05,3.04321E-07
DTXSID3032410,C18H32O2,280.452,0.87,1.00231E-05,5.50808E-05,5.72342,2.97044E-07,8.9551,2506.16,6.83234,6.88345E-06,1.02978E-06
DTXSID2021602,C16H32O2,256.43,0.9,2.41546E-07,3.58096E-06,8.62236,4.37601E-09,9.9137,1781.65,7.17036,3.79491E-07,1.56327E-07
DTXSID9027104,C19H38O2,298.511,0.824,3.06196E-05,1.38676E-05,5.70142,2.49827E-07,8.66929,4792.24,8.07464,5.53237E-05,3.3195E-06
DTXSID2052312,C18H36O2,284.484,0.837,2.65461E-05,2.93089E-06,5.67668,3.13985E-07,8.8638,3817,7.65837,2.22857E-05,2.48565E-07
DTXSID80226281,C22H44O6,404.588,1.105,1.85353E-09,0.000749894,5.0529,1.15709E-10,9.42429,13939.4,3.68619,1.73386E-09,7.88603E-05
DTXSID3032620,C16H8Cl2F6N2O3,461.14,1.719,3.68978E-09,7.46449E-08,3.54695,6.22761E-12,9.50887,708.103,5.67693,4.38747E-07,5.88975E-08
DTXSID4051902,C6H13ClN4,176.65,1.059,0.0143219,0.837529,34.0792,1.52861E-07,4.31856,132.233,-0.141978,0.00401857,0.243402
DTXSID7021605,C6H10O4,146.142,1.23,1.25893E-05,0.316228,7.44342,2.51431E-09,7.58958,22.1542,0.0798162,3.16015E-07,0.152466
DTXSID6026795,C22H42O4,370.574,0.892,2.10863E-06,4.37522E-07,5.68192,3.25932E-07,10.8342,13343,7.10297,1.66766E-06,4.24389E-06
DTXSID7021607,C6H12O2,116.16,0.98,0.104713,0.0707946,4.74349,7.58275E-07,4.89622,28.8497,1.91903,0.0442097,0.0882487
DTXSID4024145,C12H20N4O2,252.318,1.505,1.11429E-07,0.00772681,4.71849,1.0755E-06,9.62421,53.7751,1.84923,2.25178E-07,0.130039
DTXSID7024299,C17H21ClN2O2S,352.88,1.367,8.01678E-09,4.46684E-06,35.0283,5.01031E-09,10.3503,6153.81,2.90471,2.55642E-08,8.30358E-07
DTXSID6023868,C25H24F6N4,494.485,1.516,2.36592E-08,7.55092E-08,3.54943,5.89899E-08,9.31842,722443,2.31318,2.02366E-08,1.20622E-08
DTXSID9042049,C17H30O2,266.425,0.868,0.000146555,9.88553E-05,5.19043,1.09512E-06,8.41432,2446.24,6.32347,0.000246309,1.48792E-06
DTXSID7020716,C6H6O2,110.112,1.24,0.000933254,0.537032,7.07814,5.4929E-08,7.59003,43.2501,0.593337,2.44611E-05,0.665206
DTXSID6042232,C10H20O2,172.268,0.869,0.0118032,0.0150314,4.5165,2.54368E-06,7.49412,208.943,3.06132,0.00130273,0.00990275
