INPUT,MOLECULAR_FORMULA,AVERAGE_MASS,DENSITY_G/CM^3_TEST_PRED,VAPOR_PRESSURE_MMHG_TEST_PRED,WATER_SOLUBILITY_MOL/L_TEST_PRED,BIODEGRADATION_HALF_LIFE_DAYS_DAYS_OPERA_PRED,HENRYS_LAW_ATM-M3/MOLE_OPERA_PRED,OCTANOL_AIR_PARTITION_COEFF_LOGKOA_OPERA_PRED,SOIL_ADSORPTION_COEFFICIENT_KOC_L/KG_OPERA_PRED,OCTANOL_WATER_PARTITION_LOGP_OPERA_PRED,VAPOR_PRESSURE_MMHG_OPERA_PRED,WATER_SOLUBILITY_MOL/L_OPERA_PRED
DTXSID0032572,C19H24O3,300.398,1.046,7.58578E-07,2.65461E-05,3.34736,0.000013277,8.89748,744.018,4.48975,7.55201E-06,2.66266E-05
DTXSID8058112,C17H26ClNO2,311.85,1.09,2.04174E-06,0.000207491,4.66338,8.31132E-09,10.8342,461.19,4.07913,1.00935E-06,0.000160757
DTXSID7058048,C10H9NO3S,223.25,1.345,2.61216E-06,0.00810961,4.91149,7.89891E-09,6.69791,283.473,1.40147,4.84705E-05,0.000672043
DTXSID1044435,C13H21ClN2O2,272.77,1.082,1.59588E-05,0.00285102,4.88021,1.62924E-09,9.4928,268.644,-0.576664,1.91676E-05,0.0298381
DTXSID4024270,C15H16Cl3N3O2,376.66,1.394,1.07647E-07,0.000304088,4.90556,1.92882E-07,11.7577,502.528,4.0983,1.12572E-06,8.33735E-05
DTXSID1034844,C10H13ClN6,252.71,1.28,2.86418E-08,0.00151008,4.50701,6.76066E-09,9.1885,428.804,1.99039,6.75531E-07,0.00138899
DTXSID9033923,C13H11Cl2NO2,284.14,1.363,9.7051E-08,4.61318E-05,3.64163,2.15038E-07,9.74814,1514.88,3.081,0.000138272,0.000013024
DTXSID1034210,C13H17F3N4O4,350.298,1.458,1.57036E-07,2.14289E-06,3.54245,1.34948E-08,10.4289,12871.9,4.10224,2.49697E-08,3.75072E-08
DTXSID3032464,C11H15BrClO3PS,373.63,1.482,2.44343E-06,5.17607E-05,3.35498,8.83586E-06,10.3592,1072.3,4.68106,9.07515E-07,7.45102E-05
DTXSID2044559,C14H16F3N3O4,347.294,1.406,1.77011E-06,1.25893E-06,3.54517,0.000011032,8.51893,10230.7,5.57827,6.29214E-05,2.8963E-07
DTXSID1043966,C10H12O5,212.201,1.221,4.52898E-06,0.0698232,3.54706,1.28824E-08,8.97724,98.8182,0.926067,4.98786E-07,0.0037364
DTXSID9034496,C10H10CaO5,250.263,1.476,3.80189E-06,0.0118304,3.54984,8.52527E-08,8.15531,105.082,-1.95861,1.5182E-07,0.00979382
DTXSID4037617,C12H17NO2,207.273,1.025,6.51628E-05,0.00102094,4.44947,1.44316E-08,9.28185,299.294,3.0966,3.02994E-05,0.000442491
DTXSID6022341,C10H19N5O,225.296,1.135,7.51623E-07,0.00400867,3.81693,2.99829E-08,8.41333,397.963,2.99119,2.30284E-06,0.00304746
DTXSID4024272,C10H19N5S,241.36,1.165,9.59401E-07,0.000322849,4.74669,2.31181E-08,9.11123,707.421,3.51124,1.24348E-06,0.000110677
DTXSID4024274,C11H14ClNO,211.69,1.068,0.000100925,0.00156675,4.4824,1.23831E-07,7.38327,262.891,2.18155,0.000231259,0.00320445
DTXSID8037592,C11H13NO3,207.229,1.185,0.000008531,0.0148252,3.54889,6.67962E-10,8.68978,90.6799,1.66469,2.01023E-06,0.0130739
DTXSID1040295,C9H20N2O2,188.271,0.993,0.000475335,0.0437522,4.29068,1.48351E-09,8.37583,308.284,1.12112,0.000126083,4.60874
DTXSID6034849,C9H21ClN2O2,224.73,0.993,0.00128233,0.0669885,4.29068,1.48351E-09,8.37583,308.284,0.0280938,0.000126083,4.60874
DTXSID2021658,C3H6O,58.08,0.843,221.82,1.56675,3.67945,7.33476E-05,2.90224,5.16901,0.589061,314.891,4.45323
DTXSID5026386,C3H8,44.097,0.835,3475.36,0.00948418,7.51578,0.392059,1.04169,8.6207,2.36022,7049.72,0.00143983
DTXSID8022111,C9H9Cl2NO,218.08,1.329,2.6485E-06,0.000447713,3.51639,1.84447E-09,9.10379,148.212,3.07062,9.01921E-07,0.000715564
DTXSID4042333,C11H22O3,202.294,0.957,0.0105196,0.0109396,5.19209,3.53247E-08,7.713,160.334,3.16007,0.00172772,0.0601619
DTXSID9042334,C11H22O3,202.294,0.957,0.0105196,0.0109396,5.19209,3.53247E-08,7.713,160.334,3.16007,0.00172772,0.0601619
DTXSID2058172,C13H21O4PS,304.34,1.146,4.0738E-06,0.000237137,3.81649,2.8657E-07,10.1902,407.846,3.6689,9.05745E-07,0.000409095
DTXSID4024276,C19H26O4S,350.47,1.156,1.79887E-07,2.71019E-05,5.67208,9.44352E-06,10.6946,3973.9,4.99861,3.00561E-07,1.08364E-06
DTXSID5021883,C3H4O,56.064,0.989,57.1479,0.928966,4.70932,5.61983E-06,3.10047,6.04601,-0.379439,15.5855,17.8018
DTXSID3021196,C9H16ClN5,229.71,1.214,5.92925E-07,0.000355631,4.96923,1.22557E-08,8.41215,250.555,2.93139,1.3188E-07,0.000037539
DTXSID7032470,C10H20NO4PS,281.31,1.145,1.00231E-05,0.000493174,4.45882,3.81962E-10,9.78496,175.902,3.81558,1.43287E-05,0.000390773
DTXSID7020766,C10H13NO2,179.219,1.109,0.000111944,0.0021677,4.66419,2.06224E-08,8.62089,67.6892,2.60067,0.00013988,0.00111268
DTXSID8024280,C15H17Cl2N3O2,342.22,1.383,7.07946E-08,0.000192309,4.24505,3.82932E-06,10.203,2451.91,3.71704,4.19822E-07,0.000355398
DTXSID8025961,C3H6O2,74.079,1.023,1.04713,3.3266,4.44198,4.45111E-07,3.94535,10.001,0.330877,3.52868,8.36017
DTXSID7021948,C11H15NO3,209.245,1.082,3.06196E-05,0.00252348,4.64523,1.4229E-09,9.21559,46.9061,1.52408,9.65906E-06,0.0088806
DTXSID8037704,C15H18N4O7S,398.39,1.572,4.77529E-10,0.00061235,4.27056,1.39754E-09,10.4181,43.7933,1.35294,2.551E-08,0.099584
DTXSID3042344,C6H12O3,132.159,1.031,0.532108,0.293765,4.62784,8.35009E-07,4.67157,15.106,0.438863,0.488705,1.99694
DTXSID6021901,C5H10O2,102.133,0.915,32.2107,0.153815,4.12708,0.000218383,3.18843,15.5658,1.24045,35.8524,0.189433
DTXSID8042343,C6H14O,102.177,0.791,63.387,0.0822243,4.13411,0.00219238,3.0871,16.5151,2.02803,56.9105,0.0341128
DTXSID5021201,C10H12O5,212.201,1.396,6.80769E-06,0.0102094,3.53377,1.23155E-09,8.32295,108.441,1.80012,2.56628E-07,0.0165512
DTXSID80216420,C15H22O3,250.338,1,1.38676E-05,0.000206063,5.16027,1.90122E-08,7.37802,222.196,3.59452,3.08617E-05,0.000576433
DTXSID0027802,C17H16O4,284.311,1.181,8.43335E-06,0.000128529,4.93364,6.63266E-08,8.53267,2550.09,3.24614,1.95077E-06,0.000032327
DTXSID8042345,C11H24O2,188.311,0.792,1.95884,0.0353997,28.9493,0.000967392,4.60988,171.806,3.71505,1.04636,0.00236011
DTXSID4022527,C10H12O3,180.203,1.155,0.00423643,0.00494311,3.51073,2.97706E-09,8.4109,158.663,3.03638,6.00383E-06,0.00277429
DTXSID3042348,C10H11NaO3,202.185,1.164,0.00423643,0.00494311,3.51073,2.97706E-09,8.4109,158.663,-1.20427,6.00383E-06,0.00277429
DTXSID2020420,C12H11Cl2NO,256.13,1.16,3.63915E-06,0.000169044,3.31044,4.2177E-10,9.61752,203.736,3.42858,4.36131E-07,4.98745E-05
DTXSID1058008,C14H17IN2O2,372.206,1.502,2.18776E-05,0.000542001,3.35916,1.6145E-08,9.61668,789.125,3.02271,8.5169E-07,8.65436E-05
DTXSID3058119,C14H21NOS,251.39,1.077,7.58578E-05,6.60693E-05,3.35196,1.10289E-08,8.66749,1531.42,4.6431,5.29943E-07,5.23857E-05
DTXSID9034868,C15H16F3N5O4S,419.38,1.559,5.44503E-11,0.000104472,5.68618,2.47437E-11,9.503,75.0078,1.89079,1.14298E-11,0.000813747
DTXSID5058012,C8H18N2OS,190.31,0.996,0.00296483,0.00241546,3.35255,1.69147E-09,8.7577,272.38,0.529252,0.000466878,0.0658419
DTXSID4034869,C14H15Cl2N3OS,344.25,1.86,8.09096E-08,6.83912E-05,35.2362,3.72675E-09,9.173,628.42,2.12171,2.06448E-08,0.000867608
DTXSID8042349,C11H15Cl2O2PS2,345.23,1.328,9.50605E-06,1.45546E-06,94.8918,9.65615E-06,10.392,5804.27,5.66952,1.11477E-06,2.04487E-07
DTXSID8037627,C9H20NO3PS2,285.36,1.19,2.44906E-06,0.00201372,140.083,6.22812E-09,11.4529,348.687,1.65664,1.16815E-05,0.0087024
DTXSID4041107,C4H12N2,88.154,0.883,1.8239,1.03992,5.5798,6.4032E-08,7.13068,12.2391,-0.700741,1.25749,9.98503
DTXSID2021868,C8H10,106.168,0.887,6.71429,0.00302691,8.92817,0.0068938,3.84097,257.582,3.14999,8.83822,0.00159531
DTXSID2032637,C10H11N5O,217.232,1.442,5.03501E-07,0.00295801,3.35529,7.22618E-07,6.69599,77.5672,-0.17737,0.000082229,0.00131407
DTXSID4058493,C14H18ClN2O3PS,360.79,1.342,1.20226E-08,0.000107399,3.35216,1.85573E-06,11.7086,1873.71,3.76925,1.20714E-08,9.10662E-05
DTXSID7032638,C19H18ClN3O4,387.82,1.41,1.49968E-09,2.09411E-05,5.15004,1.49081E-07,11.7081,1622.29,3.98987,8.47743E-09,4.90703E-06
DTXSID8034871,C15H13Cl2F3N2O4,413.17,1.499,1.93642E-08,1.64059E-06,5.13705,9.38705E-09,10.1728,478.81,3.49081,4.5392E-07,2.00735E-07
DTXSID3058167,C20H16Cl2N2O3,403.26,1.396,8.74984E-10,3.25837E-07,3.35192,6.14834E-09,11.7006,2674.54,3.69108,3.58289E-07,0.00220418
DTXSID5032573,C19H25ClN2OS,364.93,1.215,8.66962E-08,5.8479E-07,13.0229,5.25096E-08,10.3163,2224.03,6.3671,1.18204E-06,4.46881E-08
DTXSID3058086,C10H7ClN2O,206.63,1.34,1.8578E-06,0.000208449,5.56152,2.81416E-08,8.63684,86.0933,1.99763,1.15643E-06,0.000174811
DTXSID8034875,C18H14Cl4F3NO3,491.11,1.528,3.11889E-08,4.9545E-07,4.51175,4.4956E-08,11.7371,28831.9,4.79584,1.16449E-07,8.27732E-07
DTXSID2042355,C14H17N2O4PS,340.33,1.306,2.04174E-07,0.00010617,4.76507,3.58232E-10,10.4521,380.06,3.20093,1.11497E-08,0.000293722
DTXSID4023541,C8H11NO3,169.18,1.32,5.91562E-06,0.0895365,3.1082,2.58563E-08,8.12424,53.4932,-0.769529,9.79663E-07,1.07182
DTXSID1040792,C8H12ClNO3,205.64,1.32,5.91562E-06,0.0895365,3.1082,2.58563E-08,8.12424,53.4932,-2.12054,9.79663E-07,1.07182
DTXSID6058057,C19H15F7N4O2,464.344,1.603,1.66341E-09,2.88403E-06,3.5504,1.09211E-07,10.5655,336.317,1.70404,1.10246E-08,5.89254E-06
DTXSID8034877,C12H13N3,199.257,1.133,3.58922E-06,0.00111429,4.31527,1.38136E-07,10.4063,736.665,2.84142,1.63839E-05,0.000598012
DTXSID9057925,C20H28ClN3O2,377.91,1.663,1.31826E-07,1.60694E-05,4.87961,3.39189E-09,10.6668,16752.1,4.51285,1.34685E-07,5.76165E-06
DTXSID4058021,C16H19F2N3O6S,419.4,1.435,3.59749E-09,0.00034435,4.73795,1.66188E-11,9.43224,77.3581,1.07511,1.0751E-10,0.0064448
DTXSID8058162,C18H20ClNO5,365.81,1.233,1.58125E-08,1.66341E-05,4.74025,2.89943E-08,10.9043,619.703,1.99289,4.61004E-07,0.000018178
DTXSID1032640,C20H19NO3,321.376,1.19,1.61808E-07,1.08143E-06,3.64818,6.21136E-06,10.3268,8779.75,4.19946,2.16876E-06,0.000001151
DTXSID6058132,C11H11NO,173.215,1.211,2.37684E-05,0.00843335,3.55013,6.3736E-08,7.38282,376.853,1.57221,1.21051E-06,0.0228683
DTXSID5027354,C20H12N2O2,312.328,1.361,1.1995E-13,1.1272E-07,139.484,1.27001E-10,9.57374,508771,3.60811,3.28977E-09,1.01241E-06
DTXSID7024291,C12H15N2O3PS,298.3,1.261,3.81066E-06,0.00005188,4.75471,3.55439E-07,10.8496,245.529,4.43787,2.59927E-06,6.69299E-05
DTXSID6032641,C10H5Cl2NO2,242.06,1.485,6.83912E-07,0.000323594,3.10053,3.31582E-09,9.82462,2564.64,2.77183,2.24324E-07,2.80819E-07
DTXSID1042364,C11H8ClNO2,221.64,1.425,1.1298E-06,0.00141254,3.53479,1.56012E-09,9.52237,1169.75,0.787403,9.44218E-07,0.0213086
DTXSID1021798,C9H7N,129.162,1.102,0.0293765,0.0323594,13.7434,8.66445E-06,5.20741,1254.8,2.03132,0.0595784,0.0479786
DTXSID2034881,C15H8Cl2FNO,308.13,1.497,3.20627E-07,6.18016E-07,3.54895,1.91717E-06,9.86724,6921.85,4.65989,1.4939E-07,2.37616E-07
DTXSID60273935,C17H13ClN2O4,344.75,1.448,8.87156E-10,1.58855E-05,3.54507,4.38901E-09,10.4983,736.582,3.41748,1.25944E-07,8.82751E-07
DTXSID9023889,C19H17ClN2O4,372.81,1.359,1.10917E-08,1.1508E-06,4.88654,4.80107E-08,11.757,514.833,4.27839,6.48634E-09,1.02447E-06
DTXSID2041387,C17H13ClN2O4,344.75,1.448,8.87156E-10,1.58855E-05,3.54507,4.38901E-09,10.4983,736.582,3.41748,1.25944E-07,8.82751E-07
DTXSID0034857,C19H17ClN2O4,372.81,1.359,1.10917E-08,1.11429E-06,4.88654,4.80107E-08,11.757,514.833,4.27839,6.48634E-09,1.02447E-06
DTXSID3058290,C22H21ClN2O5,428.87,1.388,7.81628E-10,5.86138E-07,4.88171,1.54698E-08,11.6848,60042,4.31967,5.86232E-08,8.56566E-06
DTXSID7041413,C10H14O,150.221,0.954,0.127938,0.00486407,3.48034,0.000329157,5.05726,213.171,2.36204,0.103175,0.00873173
DTXSID7022253,C22H26O3,338.447,1.109,4.16869E-08,3.40408E-07,3.34955,3.25272E-08,10.1921,99728,6.13979,1.13555E-08,2.25867E-07
DTXSID2021238,C6H6O2,110.112,1.275,0.00363078,0.39355,8.08807,5.45093E-08,7.58835,9.64407,0.800577,0.000483078,6.36316
DTXSID3023556,C20H30O,286.459,0.943,5.2723E-06,4.66659E-06,3.53968,0.000061998,10.7944,2439.07,5.68063,0.000131452,0.000249204
DTXSID6021240,C22H32O2,328.496,0.944,4.68813E-06,1.97697E-06,4.47556,9.01541E-06,9.89145,15535.7,7.07336,1.01597E-06,1.20914E-05
DTXSID8021777,C17H20N4O6,376.369,1.557,2.91743E-12,0.00041115,6.73188,9.5951E-11,9.4923,67.3423,-1.45781,2.53733E-09,0.000219873
DTXSID1032642,C14H17N5O7S2,431.44,1.587,5.02343E-11,0.00115345,4.27084,7.24338E-11,9.60381,51.3595,0.290911,1.12256E-08,0.000210679
DTXSID60192894,C8H8Cl3O4P,305.47,1.501,1.34586E-05,0.000320627,3.67974,4.67607E-07,8.97038,835.434,3.1036,1.18925E-05,8.89845E-05
DTXSID6021248,C23H22O6,394.423,1.293,1.18032E-10,2.48313E-05,3.36189,1.81047E-09,11.695,10020,4.09762,1.67365E-10,1.29423E-05
DTXSID5021251,C7H5NO3S,183.18,1.39,1.07152,0.0154882,4.2407,2.24542E-09,7.77209,20.3629,0.909345,2.98665E-06,0.0214582
DTXSID7026368,C7H6O3,138.122,1.37,0.000112202,0.060256,4.0765,8.79951E-08,7.4432,37.6361,2.26129,8.14198E-05,0.107225
DTXSID5027568,C3H6NNaO2,111.076,1.087,0.115611,3.58922,4.45009,2.08737E-08,6.83618,9.51049,-1.20074,0.0206567,3.36686
DTXSID2039336,C19H26O3,302.414,1.072,2.36592E-06,3.89942E-06,3.34827,8.99077E-06,9.16112,713.287,4.78026,0.000001207,1.04486E-06
DTXSID8041743,C24H20N4O,380.451,1.157,3.28852E-13,3.94457E-09,39.7852,2.38352E-07,10.436,68855.6,5.30961,3.22085E-08,1.9589E-06
DTXSID5042374,C32H44O12,620.692,1.508,2.55859E-18,0.000582103,153.361,1.39098E-11,9.54772,21353,0.197166,6.20585E-11,0.00150289
DTXSID8037594,C10H19N5O,225.296,1.153,6.1235E-07,0.00578096,4.62312,2.97184E-08,9.00026,600.589,3.10251,7.25467E-06,0.00265427
DTXSID6044145,C12H18N2O3,238.287,1.093,8.55067E-09,0.00272898,3.52657,3.56282E-09,9.2074,91.2002,1.97088,2.11732E-08,0.00526511
DTXSID2058207,C18H19F2N3O,331.367,1.315,3.3037E-09,0.000131522,3.54342,1.54605E-09,10.5292,888.209,4.92117,4.26373E-09,0.000042671
DTXSID7032474,C14H20N2O,232.327,1.157,2.44906E-08,0.000356451,3.33946,1.98996E-10,9.12469,204.11,3.79799,4.03855E-09,7.91023E-05
DTXSID9042380,C11H26O3Si,234.411,0.86,0.448745,9.54993E-05,4.22724,0.000416283,5.0592,192.373,3.45516,1.38778,0.0106532
DTXSID4021268,C7H12ClN5,201.66,1.261,3.82825E-07,0.0011995,3.65866,1.86375E-08,8.35592,126.139,2.18007,2.23757E-08,4.30165E-05
DTXSID8057980,C14H20FN3OSi,293.417,1.27,1.25026E-07,0.000142561,200.567,5.03903E-09,8.96415,478.281,2.97019,9.42747E-08,0.000194997
DTXSID8037596,C8H15N5S,213.3,1.193,7.72681E-07,0.00180302,3.35858,1.84265E-08,9.02266,199.694,2.79824,1.60082E-06,0.00208608
DTXSID1035783,C19H34O3,310.478,0.862,6.83912E-05,5.32108E-06,4.76252,1.09748E-07,8.95414,1403.08,5.5028,2.35593E-05,2.76398E-06
DTXSID6032431,C15H22ClNO2,283.8,1.097,7.63836E-06,0.000753356,4.88029,9.00862E-09,9.38799,288.006,3.13089,3.11485E-05,0.0018257
DTXSID5041562,C18H31NaO2,302.434,0.916,3.7325E-07,2.51768E-05,4.5009,3.65167E-08,10.6138,2565.21,5.59264,8.65884E-07,7.86582E-07
DTXSID0027066,C15H28NNaO3,293.383,0.966,4.48745E-08,0.000110408,5.72758,5.73087E-09,10.6144,1364.12,1.25126,7.26872E-07,0.0147757
DTXSID0035790,C7H6NNaO4,191.118,1.327,0.000416869,0.00899498,3.54706,6.41807E-08,7.5883,194.904,0.0539201,7.42113E-06,0.00956623
DTXSID5035616,C6H4NNaO3,161.092,1.401,0.018197,0.0189671,4.08089,1.27879E-05,5.70368,71.67,0.68154,0.111661,0.0179178
DTXSID2021153,C12H9NaO,192.193,1.141,0.000370681,0.00078886,22.4905,7.18725E-08,9.19909,3412.25,-0.692519,0.00197786,0.0154132
DTXSID1040794,C12H17NaO5,264.253,1.141,0.000370681,0.00078886,22.4905,7.18725E-08,9.19909,3412.25,0.69119,0.00197786,0.0154132
DTXSID7035725,C11H15NaO,186.23,0.981,0.00957194,0.00246037,3.73086,6.21129E-07,7.71285,3127.36,-0.174054,0.00205254,0.00102885
DTXSID3027320,C6H4NNaO3,161.092,1.363,0.0107152,0.0253513,4.0957,4.20765E-10,6.11321,233.12,-1.51785,9.97059E-05,0.0967929
DTXSID8042399,C20H29NaO2,324.44,1.049,7.72681E-07,0.000011885,93.1767,8.26298E-07,10.8908,3417.82,3.40244,1.16539E-08,0.000159206
DTXSID2027044,C2H3NaO2,82.034,1.038,3.04088,5.47016,4.59912,1.00453E-07,4.23032,1.00727,-1.21999,15.6073,13.4017
DTXSID1020140,C7H5NaO2,144.105,1.191,0.00102802,0.0644169,6.6407,2.66769E-07,5.90758,31.66,-1.55843,0.00070699,0.331734
DTXSID1027550,C2H2ClNaO2,116.48,1.373,0.222331,2.09894,7.12262,9.31406E-09,4.05802,4.56291,-1.03573,0.0667299,8.66995
DTXSID2040781,C6H7Na3O8,276.083,1.671,3.49945E-09,2.37137,4.09194,1.54655E-10,7.9121,119.011,-2.70034,1.65442E-08,4.90398
DTXSID0027351,C10H19NaO2,194.25,0.944,0.000442588,0.000988553,4.99368,1.55369E-07,7.71417,452.883,0.701608,0.000371237,0.000362286
DTXSID4036229,C10H21NaO4S,260.32,1.223,0.00435512,0.00891251,4.22734,3.48686E-09,9.12508,328.063,0.555646,2.73322E-05,0.0148353
DTXSID7027170,C6H11NaO7,218.137,1.668,3.19154E-11,1.1885,3.55732,1.83519E-10,8.21854,126.513,-2.39369,9.02688E-11,2.0848
DTXSID8027450,C8H5Cl2NaO3,243.01,1.483,2.47742E-05,0.00736207,3.52026,2.49008E-09,8.67575,31.7015,-1.23852,3.33003E-05,0.0684572
DTXSID9044453,C12H23NaO2,222.304,0.928,3.53183E-05,0.00011885,5.71329,2.02665E-07,8.65681,1071.85,1.2926,1.63955E-05,2.42917E-05
DTXSID1026031,C12H25NaO4S,288.38,1.268,0.00237684,0.00331894,4.68114,2.32822E-07,9.71461,1234.14,1.59845,2.08107E-05,0.00589587
DTXSID5020570,C6H7NaO6,198.106,1.697,4.48745E-09,2.36592,3.53988,8.44548E-10,8.12372,151.535,-2.16424,1.2512E-07,2.07263
DTXSID0042402,C9H9NaO3,188.158,1.168,0.00674528,0.00739605,3.52319,2.96728E-09,7.71293,162.178,-1.4714,4.07756E-05,0.0048064
DTXSID30880478,C17H35NaO4S,358.51,1.045,0.00260016,0.000152055,7.15984,1.889E-07,10.9886,7096.61,2.55412,1.02349E-05,0.00386298
DTXSID0042400,C16H33NaO4S,344.49,1.051,0.036141,0.000186638,4.6826,1.91065E-07,11.3026,4239.56,2.15687,1.02347E-05,0.00220501
DTXSID2042430,C10H21NaO4S,260.32,1.219,0.00444631,0.0126765,3.65396,3.82471E-09,9.24417,324.663,0.548182,4.32399E-05,0.0148919
DTXSID5042405,C24H43NaO6,450.592,0.974,7.06318E-09,1.8239E-06,5.71489,1.60302E-08,10.3895,14001.4,5.24174,7.05259E-08,2.92578E-06
DTXSID0020105,C6H7NaO6,198.106,1.697,4.48745E-09,2.36592,3.53988,8.44548E-10,8.12372,151.535,-2.16424,1.2512E-07,2.07263
DTXSID9020906,C5H8NNaO4,169.112,1.336,1.98153E-07,0.484172,3.55378,4.97703E-10,7.25837,21.5301,-3.05867,1.69967E-08,0.689195
DTXSID9044823,C4H5NaO2,108.072,1.034,0.933254,0.656145,4.26809,3.87147E-07,4.06122,11.6958,-1.55996,0.989133,1.03804
DTXSID4042416,C14H29NaO4S,316.43,1.254,0.0377572,0.00031989,4.85502,1.41892E-07,10.5477,2332.51,1.53556,8.49972E-06,0.00187875
DTXSID5035799,C3H6NNaO3,127.075,1.253,0.000271644,2.58226,4.26401,5.21622E-09,6.41316,5.35393,-1.6639,4.58596E-05,2.22913
DTXSID9027318,C18H35NaO2,306.466,0.89,4.69894E-08,1.47231E-06,18.9526,6.64788E-08,10.6209,3946.22,7.88031,7.14871E-07,2.08416E-06
DTXSID3027451,C8H15NaO2,166.196,0.959,0.00322849,0.00587489,4.9798,1.04792E-06,6.24209,110.089,-1.37787,0.00370176,0.00525666
DTXSID9036226,C8H17NaO4S,232.27,1.245,0.00841395,0.0431519,4.29273,1.51406E-08,8.49103,193.227,0.242003,2.62502E-05,0.0898742
DTXSID7021077,C18H33NaO2,304.45,0.903,2.81838E-07,9.16221E-06,5.3554,6.05302E-08,10.6121,2355.33,6.17151,1.39009E-06,4.34358E-08
DTXSID2041127,C16H31NaO2,278.412,0.901,2.41546E-07,5.37032E-06,8.62236,4.37601E-09,9.9137,1781.65,4.71152,3.79491E-07,1.56327E-07
DTXSID90874030,C15H31NaO4S,330.46,1.135,0.0368978,0.000264241,4.68218,1.62073E-07,10.686,2318.26,1.55387,8.05227E-06,0.00197962
DTXSID4027072,C6H5NaO,116.095,1.13,0.251189,0.342768,4.59014,3.36246E-07,4.79538,27.0339,-1.6227,0.348397,0.91429
DTXSID7021996,C3H5NaO2,96.061,1.048,1.63305,3.31894,4.44198,4.45111E-07,3.94535,10.001,-1.83096,3.52868,8.36017
DTXSID9026005,C18H33NaO3,320.449,0.952,8.07235E-08,0.000161808,3.71443,6.25757E-09,9.16874,2530.18,2.22556,2.77542E-07,0.0116012
DTXSID5021708,C7H5NaO3,160.104,1.389,0.0001,0.0414,4.0765,8.79951E-08,7.4432,37.6361,-1.43028,8.14198E-05,0.107225
DTXSID4021343,CNNaS,81.07,1.139,162.555,0.37325,7.56289,9.15947E-07,2.1956,26.8532,-0.318999,0.327039,13.8593
DTXSID4042418,C13H27NaO4S,302.4,1.261,0.0387258,0.000562341,4.85476,2.27172E-07,10.0335,994.422,1.54076,1.97393E-05,0.00597988
DTXSID0052091,C29H24N6,456.553,1.209,6.16595E-16,2.42103E-10,230.446,1.11476E-07,9.64782,96022.2,6.67627,7.20438E-10,0.000002286
DTXSID9052349,C28H24N2O2,420.512,1.277,1.26765E-13,7.8886E-06,144.251,1.03775E-08,10.2331,96471.8,4.70745,2.40873E-10,3.03743E-06
DTXSID3051830,C20H24N2O2,324.424,1.233,5.05825E-09,2.12324E-05,5.00493,1.25054E-10,10.3194,3480.54,4.27215,1.42899E-09,3.74238E-06
DTXSID3044677,C17H16N4O2,308.341,1.201,1.1508E-10,3.63078E-06,3.35565,9.39286E-09,8.85979,2012.97,3.13836,4.40247E-07,1.53939E-05
DTXSID8047054,C60H114O8,963.564,0.834,8.79023E-19,1.2388E-12,210.208,1.85435E-08,11.7983,29847.9,7.36139,3.89674E-09,8.18728E-08
DTXSID6027397,C24H44O6,428.61,1.085,1.18304E-09,0.000187068,4.47877,1.13064E-08,9.35657,14096.1,4.76345,1.79053E-09,5.98702E-06
DTXSID1034929,C23H30O4,370.489,1.054,2.1928E-08,3.89942E-06,3.35752,1.4525E-08,11.7354,5511.98,4.54555,3.83757E-07,3.54767E-07
DTXSID1034212,C18H35NO2,297.483,0.899,7.29458E-05,0.000240436,15.2027,7.63663E-07,8.97018,1720.95,4.61567,0.00012739,0.00145292
DTXSID0046513,C30H62,422.826,0.644,3.47536E-09,3.77572E-09,42.0525,7.60461E-07,11.7124,10152.4,7.11891,3.02487E-07,8.34844E-09
DTXSID6023600,C21H22N2O2,334.419,1.354,1.35831E-10,0.000601174,106.43,6.791E-09,11.6812,46815.5,1.92922,6.67925E-10,0.000475208
DTXSID2021284,C8H8,104.152,0.909,3.94457,0.00192309,6.39142,0.00274507,3.78196,896.322,2.94967,6.35304,0.00210902
DTXSID8042422,C8H10O2,138.166,1.105,0.00378443,0.211349,4.07941,1.73745E-07,7.78374,39.5555,0.840549,0.000178322,0.106989
DTXSID2021288,C12H22O11,342.297,1.737,1.03992E-10,3.7325,4.65877,2.22077E-11,9.56621,41.4259,-3.69895,5.43293E-11,6.10813
DTXSID3042423,C28H38O19,678.593,1.395,7.01455E-10,0.00409261,10.5876,2.36437E-09,11.6766,44.5001,0.986385,1.2359E-09,0.00134132
DTXSID9058230,C14H13ClO5S,328.76,1.477,1.05439E-07,0.000392645,3.3484,5.43579E-09,10.5718,191.053,1.43848,3.74399E-08,0.00109009
DTXSID8042424,C14H12N4O2S,300.34,1.501,1.91867E-10,0.00022182,3.36123,1.05532E-10,9.38797,870.382,1.67962,4.69321E-11,2.52172E-05
DTXSID6032645,C11H10Cl2F2N4O3S,387.18,1.624,2.58821E-08,0.000125314,5.69031,9.35139E-11,11.0785,450.883,0.993599,9.7251E-10,0.00199162
DTXSID0034936,C15H16N4O5S,364.38,1.474,2.208E-11,0.000406443,4.28794,6.50725E-10,9.515,41.7074,1.20019,2.45118E-11,0.000459533
DTXSID8042426,C4H6O7S,198.15,1.633,3.36512E-07,0.772681,3.54755,7.22737E-10,7.8914,62.0079,-0.147921,1.25162E-08,0.65922
