"","ID","chemical","tissue","Type","Source","unit","Species","applicationrate"
"15356","X15.BT.2","Acetochlor",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15357","X15.BT.2","Atrazine",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15358","X15.BT.2","Pendimethalin",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15359","X15.BT.2","2-Phenylphenol",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15360","X15.BT.2","Triadimefon",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15361","X15.BT.2","Triadimenol",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15362","X15.BT.2","Dichloroaniline, 3,4'-",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15363","X15.BT.2","Tetrahydrophthalimide",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15364","X15.BT.2","Bifenthrin",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15365","X15.BT.2","Fipronil",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15366","X15.BT.2","Methyl parathion",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15367","X15.BT.2","Cyprodinil",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15368","X15.BT.2","Endosulfan ether",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15369","X15.BT.2","Dieldrin ",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15370","X15.BT.2","Chloropropylate",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15371","X15.BT.2","Lenacil",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15372","X15.BT.2","Metolachlor",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15373","X15.BT.2","Anthraquinone",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15374","X15.BT.2","Chlorothalonil",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15375","X15.BT.2","Tebuconazole",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15376","X15.BT.2","Alachlor—",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15377","X15.BT.2","Biphenyl",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15378","X15.BT.2","Malathion",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15379","X15.BT.2","DDT, o,p'-",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15380","X15.BT.2","Endosulfan II",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15381","X15.BT.2","Permethrin, trans-",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15382","X15.BT.2","Flutolanil",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15383","X15.BT.2","Endosulfan sulfate",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15384","X15.BT.2","Fludioxonil",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15385","X15.BT.2","Pretilachlor",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15386","X15.BT.2","Nonachlor, trans-",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15387","X15.BT.2","Chlordane",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15388","X15.BT.2","DDE, p,p'-",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15389","X15.BT.2","Dichlorobenzophenone, 4,4'-",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15390","X15.BT.2","DDD, o,p'-",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15391","X15.BT.2","Fenson",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15392","X15.BT.2","Bioallethrin—",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15393","X15.BT.2","Piperonyl butoxide",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15394","X15.BT.2","Permethrin, cis-—",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15395","X15.BT.2","Fenvalerate 1††",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15396","X15.BT.2","Acrinathrin",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15397","X15.BT.2","Chlorpropham",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15398","X15.BT.2","Imidacloprid-D4",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15399","X15.BT.2","Heptachlor epoxide",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15400","X15.BT.2","tau-Fluvalinate 1††",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15401","X15.BT.2","Chlorbenside",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15402","X15.BT.2","Resmethrin 1††",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15403","X15.BT.2","Dichlofluanid",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15404","X15.BT.2","Pebulate",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15405","X15.BT.2","Cycloate",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15406","X15.BT.2","MGK 264 1††",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15407","X15.BT.2","Endosulfan",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15408","X15.BT.2","Tetradifon",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15409","X15.BT.2","Tecnazene",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15410","X15.BT.2","Transfluthrin",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15411","X15.BT.2","Hexachlorobenzene",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15412","X15.BT.2","Pyridaphenthion",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15413","X15.BT.2","Tebufenpyrad",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15414","X15.BT.2","Diclobenil",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15415","X15.BT.2","Thiacloprid",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15416","X15.BT.2","Fenitrothion",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15417","X15.BT.2","Chlorfenapyr",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15418","X15.BT.2","Clothianidin-D3",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15419","X15.BT.2","Carfentrazone ethyl",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15420","X15.BT.2","Thiamethoxam-D3",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15421","X15.BT.2","Terbufos",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15422","X15.BT.2","Bromfenvinphos-methyl",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15423","X15.BT.2","Captan",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15424","X15.BT.2","Folpet",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15425","X15.BT.2","Pyrazophos",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15426","X15.BT.2","Acetamiprid-D3",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15427","X15.BT.2","Acetamiprid",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15428","X15.BT.2","Quinalphos",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15429","X15.BT.2","Fluquinconazole",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15430","X15.BT.2","Imidacloprid",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15431","X15.BT.2","Nitenpyram",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15432","X15.BT.2","Thiamethoxam",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15433","X15.BT.2","Trifluralin",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15434","X15.BT.2","Dinotefuran",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15435","X15.BT.2","Edifenphos",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15436","X15.BT.2","Thiacloprid-D4",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15437","X15.BT.2","Iodofenfos",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15438","X15.BT.2","Bromopropylate",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15439","X15.BT.2","Pentachlorothioanisole",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15440","X15.BT.2","Pentachloroanisole",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15441","X15.BT.2","Nitrofen",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15442","X15.BT.2","Chlorthal-dimethyl",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15443","X15.BT.2","Benfluralin",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15444","X15.BT.2","Propachlor",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15445","X15.BT.2","Oxadiazon",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15446","X15.BT.2","Pentachlorobenzonitrile",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15447","X15.BT.2","EPN",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15448","X15.BT.2","Bromophos-methyl",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15449","X15.BT.2","Clothianidin",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15450","X15.BT.2","4,4'-Methoxychlor olefin",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15451","X15.BT.2","Leptophos",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15452","X15.BT.2","Fenamiphos",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15453","X15.BT.2","Tetrachlorvinphos",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15454","X15.BT.2","Diallate 1††",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15455","X15.BT.2","Triallate",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15456","X15.BT.2","Phosalone",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15457","X15.BT.2","Propargite—",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15458","X15.BT.2","Pirimiphos-ethyl",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15459","X15.BT.2","Propyzamide",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15460","X15.BT.2","Triazophos",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15461","X15.BT.2","Captafol",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15462","X15.BT.2","Etridazole",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15463","X15.BT.2","Phenothrin 1††",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15464","X15.BT.2","Profluralin",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15465","X15.BT.2","Azinphos-ethyl",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15466","X15.BT.2","Chloroneb",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15467","X15.BT.2","Norflurazon",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15468","X15.BT.2","Prodiamine",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15469","X15.BT.2","Chlorpyrifos",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15470","X15.BT.2","Pirimiphos-methyl",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15471","X15.BT.2","Phorate",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15472","X15.BT.2","Disulfoton",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15473","X15.BT.2","Fenchlorphos",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15474","X15.BT.2","2,4'-Methoxychlor",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15475","X15.BT.2","Aldrin",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15476","X15.BT.2","BHC, alpha-",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15477","X15.BT.2","BHC, beta-",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15478","X15.BT.2","BHC, delta-",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15479","X15.BT.2","Procymidone",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15480","X15.BT.2","Linuron",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15481","X15.BT.2","Fluchloralin",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15482","X15.BT.2","Diazinon",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15483","X15.BT.2","Bromfenvinphos",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15484","X15.BT.2","Isopropalin",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15485","X15.BT.2","Prothiofos",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15486","X15.BT.2","Tetrachloroaniline, 2,3,5,6-",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15487","X15.BT.2","Sulprofos",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15488","X15.BT.2","Iprodione",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15489","X15.BT.2","Sulfotep",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15490","X15.BT.2","Fenpropathrin",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15491","X15.BT.2","Profenofos",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15492","X15.BT.2","Bupirimate",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15493","X15.BT.2","Tricyclazole",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15494","X15.BT.2","Isazophos",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15495","X15.BT.2","Oxyfluorfen",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15496","X15.BT.2","Isodrin",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15497","X15.BT.2","Chlorfenvinphos 1††",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15498","X15.BT.2","Nitralin",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15499","X15.BT.2","Bromophos-ethyl",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15500","X15.BT.2","DDT, p,p'-",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15501","X15.BT.2","Vinclozolin",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15502","X15.BT.2","Dimethachlor",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15503","X15.BT.2","Chlorobenzilate",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15504","X15.BT.2","Chlordane, cis-",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15505","X15.BT.2","Nonachlor, cis-",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15506","X15.BT.2","Chlordane, trans-",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15507","X15.BT.2","Hexazinone",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15508","X15.BT.2","Cypermethrin 1††",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15509","X15.BT.2","Pentachloroaniline",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15510","X15.BT.2","Deltamethrin",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15511","X15.BT.2","Pyrimethanil",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15512","X15.BT.2","Endrin ketone",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15513","X15.BT.2","Ethalfluralin",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15514","X15.BT.2","Fenthion",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15515","X15.BT.2","Chlorpyrifos-methyl",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15516","X15.BT.2","Ethion",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15517","X15.BT.2","Parathion",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15518","X15.BT.2","Coumaphos",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15519","X15.BT.2","Tolclofos-methyl",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15520","X15.BT.2","Metalaxyl—",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15521","X15.BT.2","Acequinocyl",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15522","X15.BT.2","BHC, gamma-",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15523","X15.BT.2","Terbacil",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15524","X15.BT.2","Terbutylazine—",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15525","X15.BT.2","Fluridone",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15526","X15.BT.2","Fenarimol",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15527","X15.BT.2","Chlorthiophos 1—††",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15528","X15.BT.2","Pentachlorobenzene",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15529","X15.BT.2","Methacrifos",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15530","X15.BT.2","Penconazole",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15531","X15.BT.2","Metazachlor",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15532","X15.BT.2","Prochloraz",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15533","X15.BT.2","Cyfluthrin 1††",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15534","X15.BT.2","Triflumizole",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15535","X15.BT.2","Flucythrinate 1††",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15536","X15.BT.2","Propanil",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15537","X15.BT.2","Endrin",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15538","X15.BT.2","Methoxychlor",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15539","X15.BT.2","DDD, p,p'-",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15540","X15.BT.2","Ethylan",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15541","X15.BT.2","Tolylfluanid",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15542","X15.BT.2","Phosmet",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15543","X15.BT.2","Endrin aldehyde",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15544","X15.BT.2","Heptachlor",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15545","X15.BT.2","Flutriafol",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15546","X15.BT.2","Paclobutrazol",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15547","X15.BT.2","Tetramethrin 1††",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15548","X15.BT.2","Pyraclofos",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15549","X15.BT.2","Mevinphos ",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15550","X15.BT.2","Carbophenothion",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15551","X15.BT.2","Fluazifop-P-butyl",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15552","X15.BT.2","Tefluthrin",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15553","X15.BT.2","Chlorfenson",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15554","X15.BT.2","Etofenprox",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15555","X15.BT.2","Clomazone",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15556","X15.BT.2","Quintozene—",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15557","X15.BT.2","Chlozolinate",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15558","X15.BT.2","Flusilazole",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15559","X15.BT.2","Azinphos-methyl",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15560","X15.BT.2","Propisochlor",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15561","X15.BT.2","Myclobutanil",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15562","X15.BT.2","Cyhalothrin, lambda-",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15563","X15.BT.2","Allidochlor",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15564","X15.BT.2","Fonofos",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15565","X15.BT.2","Pyriproxyfen",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15566","X15.BT.2","Diphenamid",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15567","X15.BT.2","Endosulfan I",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15568","X15.BT.2","Pyridaben",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15569","X15.BT.2","Dicloran",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15570","X15.BT.4","Diphenylamine",0.009488026,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15571","X15.BT.4","Mirex",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15572","X15.BT.4","DDE, o,p'-",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15573","X15.BT.4","N-(2;4-Dimethylphenyl)formamide",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15574","X15.BT.4","Acetochlor",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15575","X15.BT.4","Atrazine",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15576","X15.BT.4","Pendimethalin",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15577","X15.BT.4","2-Phenylphenol",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15578","X15.BT.4","Triadimefon",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15579","X15.BT.4","Triadimenol",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15580","X15.BT.4","Dichloroaniline, 3,4'-",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15581","X15.BT.4","Tetrahydrophthalimide",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15582","X15.BT.4","Bifenthrin",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15583","X15.BT.4","Fipronil",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15584","X15.BT.4","Methyl parathion",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15585","X15.BT.4","Cyprodinil",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15586","X15.BT.4","Endosulfan ether",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15587","X15.BT.4","Dieldrin ",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15588","X15.BT.4","Chloropropylate",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15589","X15.BT.4","Lenacil",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15590","X15.BT.4","Metolachlor",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15591","X15.BT.4","Anthraquinone",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15592","X15.BT.4","Chlorothalonil",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15593","X15.BT.4","Tebuconazole",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15594","X15.BT.4","Alachlor—",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15595","X15.BT.4","Biphenyl",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15596","X15.BT.4","Malathion",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15597","X15.BT.4","DDT, o,p'-",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15598","X15.BT.4","Endosulfan II",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15599","X15.BT.4","Permethrin, trans-",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15600","X15.BT.4","Flutolanil",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15601","X15.BT.4","Endosulfan sulfate",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15602","X15.BT.4","Fludioxonil",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15603","X15.BT.4","Pretilachlor",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15604","X15.BT.4","Nonachlor, trans-",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15605","X15.BT.4","Chlordane",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
"15606","X15.BT.4","DDE, p,p'-",NA,"Field","Glinski 2020","ug/g","Bufo Terrestris","unknown"
