"","ID","chemical","tissue","Type","Source","unit","Species","applicationrate"
"22015","X43.TAD.1","Aldrin",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22016","X43.TAD.1","BHC, alpha-",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22017","X43.TAD.1","BHC, beta-",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22018","X43.TAD.1","BHC, delta-",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22019","X43.TAD.1","Procymidone",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22020","X43.TAD.1","Linuron",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22021","X43.TAD.1","Fluchloralin",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22022","X43.TAD.1","Diazinon",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22023","X43.TAD.1","Bromfenvinphos",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22024","X43.TAD.1","Isopropalin",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22025","X43.TAD.1","Prothiofos",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22026","X43.TAD.1","Tetrachloroaniline, 2,3,5,6-",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22027","X43.TAD.1","Sulprofos",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22028","X43.TAD.1","Iprodione",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22029","X43.TAD.1","Sulfotep",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22030","X43.TAD.1","Fenpropathrin",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22031","X43.TAD.1","Profenofos",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22032","X43.TAD.1","Bupirimate",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22033","X43.TAD.1","Tricyclazole",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22034","X43.TAD.1","Isazophos",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22035","X43.TAD.1","Oxyfluorfen",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22036","X43.TAD.1","Isodrin",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22037","X43.TAD.1","Chlorfenvinphos 1††",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22038","X43.TAD.1","Nitralin",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22039","X43.TAD.1","Bromophos-ethyl",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22040","X43.TAD.1","DDT, p,p'-",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22041","X43.TAD.1","Vinclozolin",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22042","X43.TAD.1","Dimethachlor",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22043","X43.TAD.1","Chlorobenzilate",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22044","X43.TAD.1","Chlordane, cis-",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22045","X43.TAD.1","Nonachlor, cis-",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22046","X43.TAD.1","Chlordane, trans-",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22047","X43.TAD.1","Hexazinone",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22048","X43.TAD.1","Cypermethrin 1††",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22049","X43.TAD.1","Pentachloroaniline",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22050","X43.TAD.1","Deltamethrin",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22051","X43.TAD.1","Pyrimethanil",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22052","X43.TAD.1","Endrin ketone",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22053","X43.TAD.1","Ethalfluralin",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22054","X43.TAD.1","Fenthion",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22055","X43.TAD.1","Chlorpyrifos-methyl",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22056","X43.TAD.1","Ethion",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22057","X43.TAD.1","Parathion",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22058","X43.TAD.1","Coumaphos",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22059","X43.TAD.1","Tolclofos-methyl",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22060","X43.TAD.1","Metalaxyl—",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22061","X43.TAD.1","Acequinocyl",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22062","X43.TAD.1","BHC, gamma-",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22063","X43.TAD.1","Terbacil",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22064","X43.TAD.1","Terbutylazine—",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22065","X43.TAD.1","Fluridone",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22066","X43.TAD.1","Fenarimol",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22067","X43.TAD.1","Chlorthiophos 1—††",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22068","X43.TAD.1","Pentachlorobenzene",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22069","X43.TAD.1","Methacrifos",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22070","X43.TAD.1","Penconazole",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22071","X43.TAD.1","Metazachlor",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22072","X43.TAD.1","Prochloraz",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22073","X43.TAD.1","Cyfluthrin 1††",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22074","X43.TAD.1","Triflumizole",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22075","X43.TAD.1","Flucythrinate 1††",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22076","X43.TAD.1","Propanil",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22077","X43.TAD.1","Endrin",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22078","X43.TAD.1","Methoxychlor",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22079","X43.TAD.1","DDD, p,p'-",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22080","X43.TAD.1","Ethylan",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22081","X43.TAD.1","Tolylfluanid",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22082","X43.TAD.1","Phosmet",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22083","X43.TAD.1","Endrin aldehyde",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22084","X43.TAD.1","Heptachlor",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22085","X43.TAD.1","Flutriafol",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22086","X43.TAD.1","Paclobutrazol",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22087","X43.TAD.1","Tetramethrin 1††",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22088","X43.TAD.1","Pyraclofos",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22089","X43.TAD.1","Mevinphos ",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22090","X43.TAD.1","Carbophenothion",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22091","X43.TAD.1","Fluazifop-P-butyl",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22092","X43.TAD.1","Tefluthrin",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22093","X43.TAD.1","Chlorfenson",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22094","X43.TAD.1","Etofenprox",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22095","X43.TAD.1","Clomazone",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22096","X43.TAD.1","Quintozene—",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22097","X43.TAD.1","Chlozolinate",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22098","X43.TAD.1","Flusilazole",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22099","X43.TAD.1","Azinphos-methyl",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22100","X43.TAD.1","Propisochlor",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22101","X43.TAD.1","Myclobutanil",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22102","X43.TAD.1","Cyhalothrin, lambda-",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22103","X43.TAD.1","Allidochlor",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22104","X43.TAD.1","Fonofos",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22105","X43.TAD.1","Pyriproxyfen",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22106","X43.TAD.1","Diphenamid",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22107","X43.TAD.1","Endosulfan I",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22108","X43.TAD.1","Pyridaben",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22109","X43.TAD.1","Dicloran",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22110","X43.TAD.2","Diphenylamine",0.064083604,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22111","X43.TAD.2","Mirex",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22112","X43.TAD.2","DDE, o,p'-",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22113","X43.TAD.2","N-(2;4-Dimethylphenyl)formamide",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22114","X43.TAD.2","Acetochlor",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22115","X43.TAD.2","Atrazine",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22116","X43.TAD.2","Pendimethalin",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22117","X43.TAD.2","2-Phenylphenol",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22118","X43.TAD.2","Triadimefon",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22119","X43.TAD.2","Triadimenol",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22120","X43.TAD.2","Dichloroaniline, 3,4'-",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22121","X43.TAD.2","Tetrahydrophthalimide",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22122","X43.TAD.2","Bifenthrin",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22123","X43.TAD.2","Fipronil",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22124","X43.TAD.2","Methyl parathion",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22125","X43.TAD.2","Cyprodinil",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22126","X43.TAD.2","Endosulfan ether",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22127","X43.TAD.2","Dieldrin ",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22128","X43.TAD.2","Chloropropylate",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22129","X43.TAD.2","Lenacil",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22130","X43.TAD.2","Metolachlor",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22131","X43.TAD.2","Anthraquinone",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22132","X43.TAD.2","Chlorothalonil",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22133","X43.TAD.2","Tebuconazole",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22134","X43.TAD.2","Alachlor—",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22135","X43.TAD.2","Biphenyl",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22136","X43.TAD.2","Malathion",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22137","X43.TAD.2","DDT, o,p'-",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22138","X43.TAD.2","Endosulfan II",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22139","X43.TAD.2","Permethrin, trans-",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22140","X43.TAD.2","Flutolanil",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22141","X43.TAD.2","Endosulfan sulfate",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22142","X43.TAD.2","Fludioxonil",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22143","X43.TAD.2","Pretilachlor",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22144","X43.TAD.2","Nonachlor, trans-",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22145","X43.TAD.2","Chlordane",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22146","X43.TAD.2","DDE, p,p'-",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22147","X43.TAD.2","Dichlorobenzophenone, 4,4'-",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22148","X43.TAD.2","DDD, o,p'-",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22149","X43.TAD.2","Fenson",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22150","X43.TAD.2","Bioallethrin—",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22151","X43.TAD.2","Piperonyl butoxide",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22152","X43.TAD.2","Permethrin, cis-—",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22153","X43.TAD.2","Fenvalerate 1††",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22154","X43.TAD.2","Acrinathrin",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22155","X43.TAD.2","Chlorpropham",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22156","X43.TAD.2","Imidacloprid-D4",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22157","X43.TAD.2","Heptachlor epoxide",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22158","X43.TAD.2","tau-Fluvalinate 1††",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22159","X43.TAD.2","Chlorbenside",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22160","X43.TAD.2","Resmethrin 1††",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22161","X43.TAD.2","Dichlofluanid",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22162","X43.TAD.2","Pebulate",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22163","X43.TAD.2","Cycloate",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22164","X43.TAD.2","MGK 264 1††",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22165","X43.TAD.2","Endosulfan",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22166","X43.TAD.2","Tetradifon",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22167","X43.TAD.2","Tecnazene",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22168","X43.TAD.2","Transfluthrin",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22169","X43.TAD.2","Hexachlorobenzene",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22170","X43.TAD.2","Pyridaphenthion",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22171","X43.TAD.2","Tebufenpyrad",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22172","X43.TAD.2","Diclobenil",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22173","X43.TAD.2","Thiacloprid",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22174","X43.TAD.2","Fenitrothion",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22175","X43.TAD.2","Chlorfenapyr",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22176","X43.TAD.2","Clothianidin-D3",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22177","X43.TAD.2","Carfentrazone ethyl",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22178","X43.TAD.2","Thiamethoxam-D3",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22179","X43.TAD.2","Terbufos",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22180","X43.TAD.2","Bromfenvinphos-methyl",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22181","X43.TAD.2","Captan",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22182","X43.TAD.2","Folpet",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22183","X43.TAD.2","Pyrazophos",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22184","X43.TAD.2","Acetamiprid-D3",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22185","X43.TAD.2","Acetamiprid",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22186","X43.TAD.2","Quinalphos",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22187","X43.TAD.2","Fluquinconazole",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22188","X43.TAD.2","Imidacloprid",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22189","X43.TAD.2","Nitenpyram",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22190","X43.TAD.2","Thiamethoxam",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22191","X43.TAD.2","Trifluralin",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22192","X43.TAD.2","Dinotefuran",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22193","X43.TAD.2","Edifenphos",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22194","X43.TAD.2","Thiacloprid-D4",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22195","X43.TAD.2","Iodofenfos",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22196","X43.TAD.2","Bromopropylate",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22197","X43.TAD.2","Pentachlorothioanisole",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22198","X43.TAD.2","Pentachloroanisole",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22199","X43.TAD.2","Nitrofen",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22200","X43.TAD.2","Chlorthal-dimethyl",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22201","X43.TAD.2","Benfluralin",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22202","X43.TAD.2","Propachlor",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22203","X43.TAD.2","Oxadiazon",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22204","X43.TAD.2","Pentachlorobenzonitrile",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22205","X43.TAD.2","EPN",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22206","X43.TAD.2","Bromophos-methyl",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22207","X43.TAD.2","Clothianidin",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22208","X43.TAD.2","4,4'-Methoxychlor olefin",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22209","X43.TAD.2","Leptophos",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22210","X43.TAD.2","Fenamiphos",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22211","X43.TAD.2","Tetrachlorvinphos",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22212","X43.TAD.2","Diallate 1††",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22213","X43.TAD.2","Triallate",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22214","X43.TAD.2","Phosalone",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22215","X43.TAD.2","Propargite—",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22216","X43.TAD.2","Pirimiphos-ethyl",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22217","X43.TAD.2","Propyzamide",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22218","X43.TAD.2","Triazophos",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22219","X43.TAD.2","Captafol",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22220","X43.TAD.2","Etridazole",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22221","X43.TAD.2","Phenothrin 1††",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22222","X43.TAD.2","Profluralin",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22223","X43.TAD.2","Azinphos-ethyl",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22224","X43.TAD.2","Chloroneb",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22225","X43.TAD.2","Norflurazon",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22226","X43.TAD.2","Prodiamine",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22227","X43.TAD.2","Chlorpyrifos",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22228","X43.TAD.2","Pirimiphos-methyl",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22229","X43.TAD.2","Phorate",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22230","X43.TAD.2","Disulfoton",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22231","X43.TAD.2","Fenchlorphos",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22232","X43.TAD.2","2,4'-Methoxychlor",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22233","X43.TAD.2","Aldrin",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22234","X43.TAD.2","BHC, alpha-",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22235","X43.TAD.2","BHC, beta-",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22236","X43.TAD.2","BHC, delta-",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22237","X43.TAD.2","Procymidone",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22238","X43.TAD.2","Linuron",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22239","X43.TAD.2","Fluchloralin",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22240","X43.TAD.2","Diazinon",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22241","X43.TAD.2","Bromfenvinphos",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22242","X43.TAD.2","Isopropalin",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22243","X43.TAD.2","Prothiofos",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22244","X43.TAD.2","Tetrachloroaniline, 2,3,5,6-",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22245","X43.TAD.2","Sulprofos",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22246","X43.TAD.2","Iprodione",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22247","X43.TAD.2","Sulfotep",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22248","X43.TAD.2","Fenpropathrin",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22249","X43.TAD.2","Profenofos",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22250","X43.TAD.2","Bupirimate",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22251","X43.TAD.2","Tricyclazole",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22252","X43.TAD.2","Isazophos",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22253","X43.TAD.2","Oxyfluorfen",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22254","X43.TAD.2","Isodrin",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22255","X43.TAD.2","Chlorfenvinphos 1††",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22256","X43.TAD.2","Nitralin",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
"22257","X43.TAD.2","Bromophos-ethyl",NA,"Field","Glinski 2020","ug/g","Tadpole","unknown"
